dappNAme,category,users,Platform,Devact,Volume7d,github,status,Date,license
HumanityDAO,Identity,8,Ethereum,8,6,https://github.com/marbleprotocol/humanity?utm_source=StateOfTheDApps,Live,"Jun 4th, 2019",Unknown license
Steemauto,Development,29,Steem,2,0,https://github.com/myary/steemauto?utm_source=StateOfTheDApps,Beta,"Dec 18th, 2018",GPL-3.0
Swarm City,Finance,0,Ethereum,13,0,https://github.com/swarmcity?utm_source=StateOfTheDApps,Live,"Jan 31st, 2017",MIT
Evolution Land,Games,1,Ethereum,6,0,https://github.com/evolutionlandorg?utm_source=StateOfTheDApps,Live,"Nov 26th, 2018",Apache License 2.0
BingoBet - Roulette&Dice,Gambling,3182,EOS,0,1039,null,Live,"Nov 29th, 2018",Unknown license
CryptoUnlocked,Governance,1,Ethereum,85,0,https://github.com/WeTrustPlatform?utm_source=StateOfTheDApps,Live,"Mar 21st, 2019",Open
trips.teem,Social,16,Steem,0,3362,null,Beta,"Dec 18th, 2018",Unknown license
Melonport,Finance,5,Ethereum,238,0,https://github.com/melonproject?utm_source=StateOfTheDApps,Live,"Sep 2nd, 2016",MIT
Cryptovoxels,Games,2,Ethereum,7,0,https://github.com/cryptovoxels?utm_source=StateOfTheDApps,Live,"Jul 19th, 2018",Proprietary
Emanate,Media,1,EOS,0,0,https://github.com/Emanate-official?utm_source=StateOfTheDApps,WIP,"Sep 14th, 2018",MIT
Everex Transfer,Finance,18,Ethereum,9,0,https://github.com/EverexIO?utm_source=StateOfTheDApps,Live,"May 24th, 2016",Unknown license
SIRIN LABS,Development,19,Ethereum,0,0,https://github.com/sirin-labs?utm_source=StateOfTheDApps,Live,"Dec 19th, 2018",Unknown license
Rocket Pool,Development,0,Ethereum,52,0,https://github.com/darcius/rocketpool?utm_source=StateOfTheDApps,Beta,"May 25th, 2017",Apache 2.0
Giveth,Social,4,Ethereum,396,0,https://github.com/Giveth?utm_source=StateOfTheDApps,Live,"May 5th, 2017",GPL
Connext Network,Development,2,Ethereum,538,103,https://github.com/connextproject?utm_source=StateOfTheDApps,Beta,"Nov 27th, 2018",MIT
BitGem,Games,13,Ethereum,0,4518,null,Beta,"Nov 19th, 2018",Unknown license
EOSSWAP,Exchanges,3,EOS,10,114,https://github.com/avral/eosswap-ui?utm_source=StateOfTheDApps,Live,"Apr 18th, 2019",MIT
Celsius Network,Wallet,19,Ethereum,0,0,null,Live,"Jan 5th, 2018",Unknown license
CryptoAtoms,Games,0,Ethereum,0,1,https://github.com/Project312/CryptoAtoms?utm_source=StateOfTheDApps,Live,"Jul 21st, 2018",Private
Ink Protocol,Exchanges,12,Ethereum,0,0,null,Live,"Feb 13th, 2018",Unknown license
SONM,Development,33,Ethereum,118,0,https://github.com/sonm-io?utm_source=StateOfTheDApps,Live,"Jun 29th, 2017",Unknown license
ChronoBank,Development,3,Ethereum,0,0,https://github.com/ChronoBank?utm_source=StateOfTheDApps,Live,"May 9th, 2017",GPL
AppCoins,Development,8,Ethereum,0,0,https://github.com/Aptoide/AppCoins-ethereumj?utm_source=StateOfTheDApps,WIP,"Nov 23rd, 2017",Unknown license
TokenGen,Development,0,Ethereum,0,0,https://github.com/FabricToken?utm_source=StateOfTheDApps,Live,"Oct 15th, 2018",Proprietary
Ethfinex Trustless,Exchanges,1,Ethereum,3,0,https://github.com/ethfinex/efx-api-node?utm_source=StateOfTheDApps,Live,"Sep 15th, 2018",Apache v2
Steepshot,Media,27,Steem,0,0,null,Live,"Dec 16th, 2018",Unknown license
Royal Online Vegas,Gambling,960,EOS,0,9862,null,Live,"Dec 18th, 2018",Unknown license
EthBattle,Games,0,Ethereum,0,40,null,Live,"Dec 10th, 2018",MIT
Worldopo,Games,1,Ethereum,0,0,https://github.com/Worldopo/Worldopoly?utm_source=StateOfTheDApps,Beta,"Dec 4th, 2018",Unknown license
Skullys,Marketplaces,2,Ethereum,0,12,null,Live,"Jul 5th, 2019",Unknown license
Loopring,Exchanges,2,Ethereum,1390,0,https://github.com/loopring?utm_source=StateOfTheDApps,Live,"Dec 7th, 2018",Unknown license
Minds,Social,10,Ethereum,684,0,https://github.com/minds?utm_source=StateOfTheDApps,Live,"Aug 12th, 2018",AGPLv3
PCHAIN,Development,13,Ethereum,0,0,https://github.com/pchain-org?utm_source=StateOfTheDApps,Prototype,"Dec 21st, 2018",GPL 3.0
Upfiring,Media,2,Ethereum,0,0,https://github.com/upfiring?utm_source=StateOfTheDApps,Prototype,"Dec 26th, 2018",open-source
0xRacers,Games,3,Ethereum,0,502,null,Beta,"Aug 8th, 2019",Unknown license
WednesdayClub,Social,0,Ethereum,0,0,https://github.com/aelchim/WednesdayClub?utm_source=StateOfTheDApps,Live,"Mar 28th, 2019",GPL and Proprietary
Authoreon,Security,0,Ethereum,0,0,null,Beta,"Jan 2nd, 2018",Proprietary
Dapple Airdrops,Finance,4,Ethereum,0,6,null,Live,"Jul 28th, 2018",MIT
GP Casino,Gambling,1123,EOS,0,18381,null,Live,"Jun 24th, 2019",MIT
BitDegree,Social,2,Ethereum,1,0,https://github.com/bitdegree?utm_source=StateOfTheDApps,Live,"Jan 5th, 2018",Unknown license
CryptoPioneers,Games,0,Ethereum,0,40,null,Live,"Jun 8th, 2018",Proprietary
PokerKing-Texas Holdem,Gambling,1206,EOS,0,240136,null,Live,"Jan 31st, 2019",Unknown license
Mintable,Wallet,2,Ethereum,0,16,null,Beta,"Dec 5th, 2018",Proprietary
TRYBE,Social,35,EOS,0,0,null,WIP,"Sep 20th, 2018",Unknown license
BancorX,Exchanges,6,EOS,21,0,https://github.com/bancorprotocol/contracts?utm_source=StateOfTheDApps,Live,"Nov 7th, 2018",Unknown license
Blockfight,Games,2,Ethereum,0,545,null,Live,"Mar 10th, 2019",Proprietary
STAYK,Finance,5,Ethereum,0,14,null,Live,"Jul 9th, 2019",MIT
EOS Blasterz,Games,1,EOS,0,0,null,Live,"Mar 8th, 2019",Proprietary
ExoPlanets,Games,1,Ethereum,0,0,null,Live,"May 30th, 2018",Creative Common License
Dice,Gambling,2253,EOS,0,1433512,null,Live,"Oct 16th, 2018",Unknown license
Publish0x,Media,0,Ethereum,0,0,https://github.com/cyrilclaire?utm_source=StateOfTheDApps,Live,"Mar 22nd, 2019",Proprietary
BlockCities,Games,2,Ethereum,0,0,null,Live,"Apr 16th, 2019",Unknown license
MEDOOZA universal wallet,Wallet,0,Ethereum,0,0,https://github.com/medooza-network?utm_source=StateOfTheDApps,Live,"Feb 1st, 2019",Unknown license
Streamr Marketplace,Development,0,Ethereum,615,0,https://github.com/streamr-dev?utm_source=StateOfTheDApps,Live,"Jun 26th, 2017",Open source
VeChain,Governance,1,Ethereum,33,0,https://github.com/vechain/thor?utm_source=StateOfTheDApps,Live,"Dec 17th, 2018",Unknown license
Stox,Exchanges,2,Ethereum,0,0,https://github.com/stx-technologies/stox-token?utm_source=StateOfTheDApps,Live,"Feb 2nd, 2018",Apache 2.0
Fair City,Games,2,Ethereum,0,0,https://github.com/FairGame2017?utm_source=StateOfTheDApps,Beta,"Jun 15th, 2018",Unknown license
The Tap Platform,Media,1,Ethereum,0,0,https://github.com/TapProject?utm_source=StateOfTheDApps,Live,"Aug 28th, 2018",Unknown license
qiibee,Exchanges,4,Ethereum,5,0,https://github.com/qiibee?utm_source=StateOfTheDApps,Live,"Jul 3rd, 2019",Unknown license
Ether Kingdoms (IMPs),Games,0,Ethereum,0,0,null,Live,"Aug 8th, 2018",Unknown license
MysteriumVPN,Security,1,Ethereum,273,0,https://github.com/MysteriumNetwork?utm_source=StateOfTheDApps,Beta,"Mar 16th, 2019",open source - https://github.com/MysteriumNetwork
E-Jackpot,Gambling,75,Ethereum,15,3852,https://github.com/IvanLychko/EJackpot?utm_source=StateOfTheDApps,Live,"Jul 23rd, 2019",Proprietary
Codex Protocol,Marketplaces,1,Ethereum,23,0,https://github.com/codex-protocol?utm_source=StateOfTheDApps,Prototype,"Mar 12th, 2019",GPL 3.0
dlux,Media,1,Steem,0,0,https://github.com/dluxio?utm_source=StateOfTheDApps,Beta,"Jan 1st, 2019",MIT
CryptoMiningWar,Games,1,Ethereum,1,0,https://github.com/cryptominingwar/cryptominingwar.github.io?utm_source=StateOfTheDApps,Live,"Jul 10th, 2018",MIT
The Phemi,Media,1,EOS,0,0,null,Live,"May 5th, 2019",Proprietary
ZED,Games,1,Ethereum,0,0,https://github.com/cryptofield?utm_source=StateOfTheDApps,Live,"Jan 17th, 2019",MPL
X2BET,Gambling,244,Ethereum,0,399995,null,Live,"Jun 25th, 2019",Random values licensed for virtual item gambling
CryptoFlowers,Games,1,Ethereum,0,2,null,Live,"Dec 9th, 2018",Unknown license
0xWarriors,Games,4,Ethereum,0,4,null,Live,"Jan 28th, 2019",Unknown license
DopeRaider,Games,1,POA,0,5,https://github.com/radamosch/doperaider-contracts?utm_source=StateOfTheDApps,Live,"May 28th, 2018",MIT
BLUEBET,Gambling,1229,EOS,0,2563676,null,Beta,"Feb 22nd, 2019",Unknown license
Steeve,Social,12,Steem,0,0,null,Beta,"Dec 18th, 2018",Proprietary
Decentralized News Network,Media,0,Ethereum,0,0,https://github.com/dnnmedia?utm_source=StateOfTheDApps,Beta,"Jun 26th, 2017",Apache 2.0
0xBitcoin,Finance,12,Ethereum,0,0,https://github.com/0xbitcoin?utm_source=StateOfTheDApps,Live,"Feb 10th, 2018",MIT
DAppDEX,Exchanges,2,Ethereum,0,0,https://github.com/CryptonStudio?utm_source=StateOfTheDApps,Live,"Apr 23rd, 2019",Proprietary
Nestree,Social,0,Ethereum,0,0,null,Live,"Jul 25th, 2019",Nestree
Token ² Curated Registry,Governance,0,Ethereum,11,0,https://github.com/kleros/tokens-on-trial?utm_source=StateOfTheDApps,Live,"Mar 24th, 2019",MIT
Player One,Games,0,EOS,4,0,https://github.com/playerone-id?utm_source=StateOfTheDApps,Beta,"Jan 23rd, 2019",MIT
SingularDTV,Media,5,Ethereum,0,0,null,Live,"May 9th, 2017",Unknown license
Infiniverse,Games,1,EOS,1,0,https://github.com/InfiniverseAR/infiniverse-eos?utm_source=StateOfTheDApps,Beta,"Jan 8th, 2019",MIT/Proprietary
Helena,Finance,1,xDai,10,0,https://github.com/helena-network?utm_source=StateOfTheDApps,Live,"Mar 14th, 2019",MIT
POA SnailFarm,Games,1,POA,1,0,https://github.com/snailking/poa_snailfarm?utm_source=StateOfTheDApps,Live,"Feb 10th, 2019",MIT
Swap Online,Exchanges,0,Ethereum,94,0,https://github.com/swaponline/swap.core?utm_source=StateOfTheDApps,Live,"Aug 24th, 2018",MIT
Tipit,Social,2,EOS,6,0,https://github.com/tipitio?utm_source=StateOfTheDApps,Beta,"Feb 21st, 2019",Unknown license
Disperse,Finance,2,Ethereum,0,1052,null,Live,"Oct 24th, 2018",MIT
ENS Manager,Identity,1,Ethereum,0,0,https://github.com/portalnetwork/ens-manager?utm_source=StateOfTheDApps,Live,"Sep 6th, 2018",MIT
Darkwinds,Games,0,Ethereum,0,0,https://github.com/megoforce/darkwinds?utm_source=StateOfTheDApps,Beta,"Apr 21st, 2018",Unknown license
Multisend,Wallet,1,Ethereum,5,31,https://github.com/Multisend-ETH/client-v1?utm_source=StateOfTheDApps,Beta,"May 1st, 2019",MIT
Eth2,Finance,1,Ethereum,0,19,https://github.com/eth2phone/eth2phone-dapp?utm_source=StateOfTheDApps,Beta,"Jun 17th, 2018",MIT
WeTrust Spring,Insurance,1,Ethereum,44,0,https://github.com/WeTrustPlatform?utm_source=StateOfTheDApps,Live,"Oct 18th, 2018",Unknown license
Grid+,Energy,0,Ethereum,35,0,https://github.com/gridplus?utm_source=StateOfTheDApps,Prototype,"Jun 28th, 2017",Unknown license
InstaDApp,Finance,0,Ethereum,17,0,https://github.com/InstaDApp?utm_source=StateOfTheDApps,Live,"Feb 13th, 2019",Proprietary
LendingBlock,Exchanges,15,Ethereum,0,0,null,Live,"Nov 14th, 2018",Unknown license
Swarm Fund,Finance,11,Ethereum,0,0,null,Live,"Jul 6th, 2017",Unknown license
Zeex,Marketplaces,0,Ethereum,0,0,null,Live,"Dec 27th, 2018",Unknown license
Refereum,Media,27,Ethereum,0,0,null,Prototype,"Sep 20th, 2017",Open Source
Counter,Exchanges,0,Ethereum,0,0,https://github.com/counter-market?utm_source=StateOfTheDApps,Live,"Mar 5th, 2019",Unknown license
AlphaWallet,Wallet,0,Ethereum,678,0,https://github.com/alphawallet?utm_source=StateOfTheDApps,Live,"May 30th, 2018",GPL
COSMOCHAIN,Marketplaces,0,Klaytn,0,0,https://gitlab.com/blended.dev/blockchain/smart-contracts?utm_source=StateOfTheDApps,Live,"Jul 22nd, 2019",Unknown license
Blocklancer,Social,0,Ethereum,1,0,https://github.com/Blocklancer/Blocklancer-Contracts?utm_source=StateOfTheDApps,Live,"Nov 30th, 2017",proprietary
Planet Crypto,Games,0,Ethereum,0,0,https://github.com/dappbridge?utm_source=StateOfTheDApps,Live,"Nov 14th, 2018",Proprietary
Civil,Social,1,Ethereum,710,0,https://github.com/joincivil?utm_source=StateOfTheDApps,Prototype,"May 9th, 2017",Unknown license
Token Wizard,Development,0,POA,1,0,https://github.com/poanetwork/token-wizard?utm_source=StateOfTheDApps,Live,"Sep 13th, 2017",MIT
Slugroad,Games,0,Ethereum,0,0,https://github.com/snailking/slugroad?utm_source=StateOfTheDApps,Live,"Mar 2nd, 2019",MIT
EOSBet,Gambling,300,EOS,2,2380770,https://github.com/EOSBetCasino?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",open-source
EtherMium,Exchanges,1,Ethereum,0,50,null,Live,"Sep 24th, 2018",MIT
EtherKnight,Games,1,Ethereum,0,2,null,Live,"Aug 23rd, 2018",GNU GPLv3
Horizon State,Governance,9,Ethereum,0,0,null,Live,"Aug 12th, 2017",Unknown license
HB Wallet,Wallet,0,Ethereum,0,11,null,Live,"Jun 18th, 2019",Unknown license
Catallax,Social,36,Ethereum,0,0,null,Prototype,"Jun 26th, 2017",Unknown license
Odem,Marketplaces,3,Ethereum,0,0,https://github.com/odemio/ico?utm_source=StateOfTheDApps,WIP,"Mar 16th, 2018",Unknown license
Eristica,Media,0,Ethereum,0,0,https://github.com/Krishtopa/ContractEristica?utm_source=StateOfTheDApps,Live,"Dec 7th, 2017",Unknown license
CryptoSkulls,Media,0,Ethereum,3,0,https://github.com/alexsslayer/crypto-skull?utm_source=StateOfTheDApps,Live,"Jun 1st, 2019",Unknown license
Auctus,Finance,6,Ethereum,0,0,https://github.com/AuctusProject?utm_source=StateOfTheDApps,Beta,"Nov 8th, 2017",MIT
Digitex Futures,Exchanges,24,Ethereum,0,0,null,Prototype,"Nov 14th, 2018",Unknown license
Rate3,Development,2,Ethereum,3,0,https://github.com/rate-engineering?utm_source=StateOfTheDApps,Prototype,"Nov 7th, 2018",Unknown license
VIBEHub,Games,8,Ethereum,0,0,null,Live,"Jan 16th, 2019",Unknown license
Decentium,Media,0,EOS,0,0,null,Beta,"May 26th, 2019",Unknown license
HyperETH,Games,1,Ethereum,0,26,null,Live,"Apr 2nd, 2019",Unknown license
LALA World,Wallet,0,Ethereum,0,0,null,Live,"Jul 6th, 2018",Unknown license
Big Game,Gambling,447,EOS,0,6280973,null,Live,"Oct 29th, 2018",Unknown license
Spheroid Universe,Property,6,Ethereum,0,0,null,WIP,"Jan 9th, 2019",Unknown license
ENBank,Gambling,5027,EOS,0,0,null,Live,"Dec 21st, 2018",Unknown license
PickFlix,Games,0,Ethereum,0,0,null,Live,"Aug 14th, 2018",Proprietary using OpenZepplin contracts
Kudos,Social,2,Ethereum,697,37,https://github.com/gitcoinco?utm_source=StateOfTheDApps,Live,"Dec 7th, 2018",GPL 3.0
Bank of Staked,Development,4,EOS,22,41,https://github.com/eoslaomao?utm_source=StateOfTheDApps,Live,"Oct 25th, 2018",MIT
BTU Hotel,Property,0,Ethereum,0,0,null,Live,"Dec 27th, 2018",Unknown license
Cheeze Wizards,Games,2,Ethereum,0,0,null,Live,"May 20th, 2019",Unknown license
HelioWallet,Wallet,0,Ethereum,0,0,null,Live,"Jul 23rd, 2019",MIT
MonsterEOS,Games,2,EOS,3,0,https://github.com/MonsterEOS/monstereos?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",MIT
Fluence Network,Security,0,Ethereum,816,0,https://github.com/fluencelabs/fluence?utm_source=StateOfTheDApps,Live,"Mar 12th, 2019",Apache 2.0
Sound Money Coin,Finance,0,Ethereum,0,0,https://github.com/soundmoneycoin?utm_source=StateOfTheDApps,Live,"Mar 15th, 2019",MIT
SuperCountries,Games,0,Ethereum,0,73,null,Live,"Jun 7th, 2018",Private
VfSE Token Exchange,Exchanges,0,Ethereum,0,1455,null,Live,"Jun 14th, 2018",GPL
adChain,Media,2,Ethereum,1,0,https://github.com/AdChain?utm_source=StateOfTheDApps,Live,"May 20th, 2017",MIT
ChainMonsters,Games,1,Ethereum,0,1,https://github.com/MWCVision/ChainMonsters-smartcontract?utm_source=StateOfTheDApps,Live,"Apr 12th, 2018",Unknown license
DEX.io,Exchanges,1,Ethereum,0,9,null,Live,"Jul 1st, 2019",Unknown license
Zinc,Identity,1,Ethereum,1,0,https://github.com/zincwork?utm_source=StateOfTheDApps,Live,"Nov 6th, 2018",MIT
Indorse,Social,2,Ethereum,1,0,https://github.com/indorseio?utm_source=StateOfTheDApps,Live,"Jun 18th, 2017",Unknown license
Crypto Space Commanders,Property,11,Ethereum,0,0,null,Live,"Mar 29th, 2018",MIT
CryptloDEX,Exchanges,1,Ethereum,0,0,null,Live,"Apr 8th, 2019",MIT
Pledgecamp,Finance,1,Ethereum,0,0,null,WIP,"Jul 17th, 2019",Unknown license
LikeCoin,Identity,2,Ethereum,672,0,https://github.com/likecoin?utm_source=StateOfTheDApps,Live,"Apr 3rd, 2018",GPL v3.0
DDEX,Exchanges,0,Ethereum,0,0,https://github.com/HydroProtocol/sdk?utm_source=StateOfTheDApps,Live,"Jan 22nd, 2018",Unknown license
Cryptogs,Games,1,Ethereum,0,5,https://github.com/austintgriffith/cryptogs?utm_source=StateOfTheDApps,Live,"Mar 4th, 2018",MIT
Dporn,Media,0,Steem,0,0,https://github.com/dpornco?utm_source=StateOfTheDApps,Live,"Jan 6th, 2019",Apache License 2.0
Snark art,Marketplaces,0,Ethereum,0,0,https://github.com/snarkdotart?utm_source=StateOfTheDApps,Live,"Apr 2nd, 2019",Proprietary
PUML Better Health,Health,0,EOS,8,0,https://github.com/pumlapp?utm_source=StateOfTheDApps,Beta,"May 27th, 2019",MIT
FunFair,Gambling,48,Ethereum,30,0,https://github.com/funfair-tech?utm_source=StateOfTheDApps,Live,"Jun 23rd, 2017",proprietary
Temple Of ETH,Games,1,Ethereum,0,0,null,Live,"Nov 16th, 2018",MIT
Footbattle,Games,3,Ethereum,0,0,null,Beta,"May 11th, 2019",Unknown license
RefToken,Finance,0,Ethereum,0,0,https://github.com/reftoken?utm_source=StateOfTheDApps,Live,"Oct 4th, 2017",Proprietary
BetCity,Gambling,300,EOS,0,1320,null,Live,"Mar 19th, 2019",Unknown license
nahmii,Development,0,Ethereum,258,0,https://github.com/hubiinetwork?utm_source=StateOfTheDApps,Live,"Jul 6th, 2018",Unknown license
Choon,Media,8,Ethereum,0,0,null,Beta,"Nov 23rd, 2017",Unknown license
Charg (CHG),Energy,0,Ethereum,0,0,https://github.com/ChargCoinLLC?utm_source=StateOfTheDApps,Beta,"May 27th, 2019",Unknown license
blockimmo,Property,0,Ethereum,0,0,https://github.com/blockimmo-ch?utm_source=StateOfTheDApps,Live,"May 1st, 2018",NPOSL-3.0
NEVERDIE,Games,0,Ethereum,0,0,null,Live,"Jun 9th, 2017",Unknown license
Sapien Network,Social,2,Ethereum,0,0,https://github.com/SapienNetwork?utm_source=StateOfTheDApps,Live,"Apr 25th, 2018",Unknown license
SteemSTEM,Social,0,Steem,16,85,https://github.com/SteemStem-io/steemstem?utm_source=StateOfTheDApps,Beta,"Dec 27th, 2018",GPL
War Riders,Games,1,Ethereum,2,0,https://github.com/warriders?utm_source=StateOfTheDApps,Live,"Jun 22nd, 2018",Unknown license
Fish Jump,Games,0,Ethereum,27,0,https://github.com/celer-network?utm_source=StateOfTheDApps,Beta,"Aug 11th, 2019",Unknown license
Chainbreakers,Games,1,Ethereum,0,0,null,WIP,"Dec 3rd, 2018",Unknown license
Kickcoin,Finance,18,Ethereum,0,0,null,Beta,"May 28th, 2018",MIT
Wibson,Property,0,Ethereum,0,0,https://github.com/wibsonorg/wibson-core?utm_source=StateOfTheDApps,Live,"Jan 17th, 2019",Unknown license
DADA,Media,0,Ethereum,0,0,https://github.com/powerdada/dada_sc?utm_source=StateOfTheDApps,Live,"Oct 25th, 2017",MIT
SwapMarket,Exchanges,0,Ethereum,77,0,https://github.com/0xcert/framework?utm_source=StateOfTheDApps,Beta,"Mar 1st, 2019",MIT
CITY,Social,14,Ethereum,0,0,null,Live,"Oct 30th, 2018",Unknown license
EOSFinex,Exchanges,0,EOS,507,0,https://github.com/bitfinexcom?utm_source=StateOfTheDApps,Live,"Feb 4th, 2019",MIT
Sablier,Finance,0,Ethereum,0,0,https://github.com/SablierApp?utm_source=StateOfTheDApps,Beta,"Jun 1st, 2019",LGPL 3.0
Smoke Network,Social,0,Steem,8,0,https://github.com/smokenetwork?utm_source=StateOfTheDApps,Live,"Mar 17th, 2019",MIT
TimeX,Exchanges,0,Ethereum,3,0,https://github.com/ChronoBank?utm_source=StateOfTheDApps,Beta,"Mar 15th, 2019",Unknown license
MonetaryCoin Forging Dapp,Finance,0,Ethereum,0,0,https://github.com/Monetary-Foundation?utm_source=StateOfTheDApps,Live,"Aug 19th, 2018",MIT
[cryptonomica] eth-sign,Identity,0,Ethereum,8,0,https://github.com/Cryptonomica?utm_source=StateOfTheDApps,Live,"Mar 20th, 2019",MIT
Numerai,Storage,4,Ethereum,29,0,https://github.com/numerai?utm_source=StateOfTheDApps,Live,"Jul 6th, 2017",Unknown license
Gittron,Games,0,Ethereum,0,0,https://github.com/odyssy-automaton/od-gittron-web?utm_source=StateOfTheDApps,Live,"Mar 5th, 2019",MIT
Set,Finance,0,Ethereum,304,0,https://github.com/setprotocol?utm_source=StateOfTheDApps,Live,"Nov 27th, 2018",Apache
EdenChain,Development,6,Ethereum,0,0,null,Prototype,"Dec 21st, 2018",Unknown license
Rockside,Development,0,Ethereum,1,0,https://github.com/blockchain-studio/rockside?utm_source=StateOfTheDApps,Live,"Jun 28th, 2019",Proprietary
Atonomi,Security,2,Ethereum,0,0,null,Prototype,"Dec 21st, 2018",Unknown license
Lescovex DEX,Exchanges,0,Ethereum,2,0,https://github.com/Lescovex/LSCX?utm_source=StateOfTheDApps,Live,"Oct 10th, 2018",Creative Commons Attribution-NonCommercial-NoDeriv
Stele,Media,1,Ethereum,186,0,https://github.com/stelelab/stele?utm_source=StateOfTheDApps,Beta,"Jul 23rd, 2019",MIT
ChickenHunt,Games,5,Ethereum,0,0,https://github.com/cancue/chickenhunt?utm_source=StateOfTheDApps,Live,"Jun 26th, 2018",Private
Blockchain Art Exchange,Exchanges,2,Ethereum,0,33,null,Live,"Jun 6th, 2019",Unknown license
GlobalMiles,Finance,4,Ethereum,0,0,null,Live,"May 18th, 2017",Unknown license
PolyAlpha POC,Social,0,Ethereum,0,0,https://github.com/polyalpha?utm_source=StateOfTheDApps,Live,"Aug 28th, 2018",MIT
Aion Network,Development,0,Ethereum,1346,0,https://github.com/aionnetwork?utm_source=StateOfTheDApps,WIP,"Jul 3rd, 2018",GNU GPL 3.0
Dai Card,Finance,0,Ethereum,635,0,https://github.com/ConnextProject?utm_source=StateOfTheDApps,Live,"Mar 18th, 2019",MIT
CryptoStrikers,Games,0,Ethereum,0,0,https://github.com/cryptostrikers?utm_source=StateOfTheDApps,Live,"Jun 11th, 2018",Private
1Ramp,Social,0,Steem,0,0,https://github.com/hapramp?utm_source=StateOfTheDApps,Live,"Dec 20th, 2018",MIT
