Name,category,Balance,User,Volume24,Volume7d,Txn24,Txn7d,platform,github,smartContract
LuckyBuddy,gambling,0.25,0,0,0,0,0,  ETH,null,2
Samurai Quest,high-risk,3.88,0,0,0,0,0,  ETH,null,1
Ura.maket,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Wheelspin,gambling,0.09,0,0,0,0,0,  ETH,null,1
Proof of Stable Coin,high-risk,13.4,0,0,0,0,0,  ETH,null,1
MULTI FOMO,high-risk,0.02,0,0,0,0,0,  ETH,null,1
CryptoCovfefes,other,0,0,0,0,0,0,  ETH,null,0
Bonfire,other,0.02,0,0,0,0,0,  ETH,null,4
OpenCare,other,0,0,0,0,0,0,  ETH,null,12
Win ETH Free,high-risk,0.91,0,0,0,0,0,  ETH,null,2
EtherStocks,other,0,0,0,0,0,0,  ETH,null,0
Moon Dust Dividends V2,games,0.38,0,0,0,0,0,  ETH,null,1
Leeroy,other,0.17,0,0,0,0,0,  ETH,null,0
Unified Bet,other,0,0,0,0,0,0,  ETH,null,1
PiggyBank,high-risk,0.02,0,0,0,0,0,  ETH,null,1
CryptoMasterpieces,games,0,0,0,0,0,0,  ETH,null,0
SwitchDex,exchanges,0,0,0,0,0,0,  ETH,null,0
GOAL Bonanza,other,0,0,0,0,0,0,  ETH,null,0
Economeme.io,other,0.12,0,0,0,0,0,  ETH,null,0
TIBRIX,other,0,0,0,0,0,0,  ETH,null,0
Wallie - 1.44%,high-risk,0,0,0,0,0,0,  ETH,null,1
One currency purchase,gambling,0.32,0,0,0,0,0,  ETH,null,1
Game Of Blocks,games,0,0,0,0,0,0,  ETH,null,0
Crypto Super Girlfriend,collectibles,0,0,0,0,0,0,  ETH,null,0
cryptostrippers,high-risk,0,0,0,0,0,0,  ETH,null,0
__µ_Î__,gambling,0.08,0,0,0,0,0,  ETH,null,1
SuperBank,high-risk,0.01,0,0,0,0,0,  ETH,null,1
CoinBattle,gambling,0,0,0,0,0,0,  ETH,null,0
4SGaming,gambling,0,0,0,0,0,17,  ETH,null,1
Ether Online: The ETHagon,games,0.87,0,0,0,0,0,  ETH,null,18
BeNow.fun,high-risk,0.48,0,0,0,0,0,  ETH,null,0
Adrena Coin Technology,marketplaces,0,0,0,0,0,0,  ETH,null,1
GB+ from Goal Bonanza,gambling,1.11,0,0,0,0,0,  ETH,null,1
CryptoFlip Cars,games,0,0,0,0,0,0,  ETH,null,1
EthXEth,high-risk,0.1,0,0,0,0,0,  ETH,null,1
EtherStocks,games,5.16,0,0,0,0,0,  ETH,null,0
Proof of Fair Launch,high-risk,0.04,0,0,0,0,0,  ETH,null,1
Exit Fraud,gambling,0,0,0,0,0,0,  ETH,null,0
RecordBreaker,high-risk,4.84,0,0,0,0,0,  ETH,null,0
Asterisma,collectibles,0,0,0,0,0,0,  ETH,null,1
ETHERCRAFT,games,0,0,0,0,0,0,  ETH,null,0
STIXEX,exchanges,7.8,0,0,0,0,0,  ETH,null,1
EthRisk,gambling,0.12,0,0,0,0,0,  ETH,null,0
Circleramide,games,0.74,0,0,0,0,0,  ETH,null,1
Ninja Prediction,other,18.32,0,0,0,0,0,  ETH,null,0
CryptoChars,collectibles,0.12,0,0,0,0,0,  ETH,null,1
Hit 100 million,gambling,0.97,0,0,0,0,0,  ETH,null,0
CryptoSkulls,collectibles,0,0,0,0,0,2,  ETH,['https://github.com/alexsslayer/crypto-skull'],1
Rare Bits,marketplaces,0.09,0,0,0,0,0,  ETH,null,2
safebas.me,other,0,0,0,0,0,0,  ETH,null,1
The Eth Game,gambling,0.02,0,0,0,0,0,  ETH,null,1
GPU Mining Simulator,games,0.02,0,0,0,0,0,  ETH,null,1
Eth Dragon Ball Z Farm,high-risk,0,0,0,0,0,0,  ETH,null,1
Tok'n'talk,other,0,0,0,0,0,0,  ETH,null,0
EthKassa,high-risk,0,0,0,0,0,0,  ETH,null,1
Balloons3D,gambling,0.29,0,0,0,0,0,  ETH,null,1
Multiprizer,gambling,0.15,0,0,0,0,0,  ETH,null,2
CryptoPunks,collectibles,338.97,0,0,1900,0,111,  ETH,null,1
BURNUP,games,0.02,0,0,0,0,0,  ETH,null,2
XYZethr,gambling,0.86,0,0,0,0,0,  ETH,null,0
Mooty,high-risk,0.01,0,0,0,0,0,  ETH,null,1
EtherMiner Pro,high-risk,3.87,0,0,0,0,0,  ETH,null,1
10finiti,high-risk,0.6,0,0,0,0,0,  ETH,null,1
Cheeze Wizards,games,1100,0,0,0,0,4,  ETH,null,0
Cryptocup ,games,1.2,0,0,0,0,0,  ETH,null,10
BMBY,collectibles,0.27,0,0,0,0,0,  ETH,null,0
minertokengold,high-risk,0.68,0,0,0,0,0,  ETH,null,1
WorldCup,games,0.04,0,0,0,0,0,  ETH,null,1
CryptoPets,games,3.45,0,0,0,0,0,  ETH,null,0
Ethero,games,0,0,0,0,0,0,  ETH,null,1
Jockey Club,games,0,0,0,0,0,0,  ETH,null,0
FomoSports,gambling,1.65,0,0,0,0,0,  ETH,null,2
Torpedo LAUNCH,games,1.97,0,0,0,0,0,  ETH,null,3
HIPSTER,games,0,0,0,0,0,0,  ETH,null,0
ethroll,gambling,0.05,0,0,0,0,0,  ETH,null,2
íæ table !,games,0,0,0,0,0,0,  ETH,null,1
Trickle,other,0,0,0,0,0,0,  ETH,null,1
Solethium,games,0.02,0,0,0,0,0,  ETH,null,1
EthJackpot,gambling,0.32,0,0,2,0,1,  ETH,null,1
Winner Winner Ether Dinner,gambling,11.31,0,0,0,0,0,  ETH,null,1
255ETH FORK,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Space Miners,gambling,0.38,0,0,0,0,0,  ETH,null,2
EthLikes,other,0,0,0,0,0,0,  ETH,null,1
Crypto Santa,collectibles,0,0,0,0,0,0,  ETH,null,1
BOOSTO Prelaunch,gambling,0,0,0,0,0,0,  ETH,null,1
Ether Owls Nest - Idle Game ,games,0,0,0,0,0,0,  ETH,null,1
Microverse,games,3.16,0,0,0,0,0,  ETH,null,1
Decentralised To Do list,other,0,0,0,0,0,0,  ETH,null,1
Jacks or Better Poker,gambling,0.83,0,0,0,0,0,  ETH,null,1
HashKings Planet,games,0,0,0,0,0,0,  ETH,null,1
Battle Racers,games,0,0,0,0,0,4,  ETH,null,0
CryptoBallers,games,0,0,0,0,0,0,  ETH,null,2
Partial Basic,other,0,0,0,0,0,0,  ETH,null,0
ETHBOX,gambling,0.12,0,0,0,0,0,  ETH,null,1
blockonix,exchanges,0,0,0,0,0,0,  ETH,null,1
DEXY,exchanges,2.12,0,0,0,0,0,  ETH,null,0
apexONE,high-risk,23.48,0,0,0,0,0,  ETH,null,2
Dream of the West Journey,gambling,0.71,0,0,0,0,0,  ETH,null,1
ApexTwo,high-risk,0,0,0,0,0,0,  ETH,null,1
F1 Delta Time,games,0,0,0,0,0,1,  ETH,null,1
DWorld,other,1.63,0,0,0,0,0,  ETH,null,0
BlockChina,games,0.07,0,0,0,0,0,  ETH,null,1
Dino Farm Land,high-risk,0,0,0,0,0,0,  ETH,null,1
Fizzy,other,0,0,0,0,0,4,  ETH,null,1
Spider Farm,high-risk,0,0,0,0,0,0,  ETH,null,1
Pray4Prey,games,0.36,0,0,0,0,0,  ETH,null,2
Sunday Lottery,gambling,0.12,0,0,0,0,0,  ETH,null,5
PT7D,high-risk,38.09,0,0,0,0,0,  ETH,null,1
Chicken Park,gambling,3.7,0,0,0,0,0,  ETH,null,0
Ternary,gambling,0,0,0,0,0,0,  ETH,null,0
CryptoFighters,games,5.47,0,0,0,0,0,  ETH,null,3
Ether Alligators Farm,high-risk,0,0,0,0,0,0,  ETH,null,1
Crypto Ninja,games,0,0,0,0,0,0,  ETH,null,9
Bank Heist 4D,gambling,0.36,0,0,0,0,0,  ETH,null,1
Sopow,high-risk,0.03,0,0,0,0,0,  ETH,null,1
Smartolution,high-risk,0,0,0,0,0,0,  ETH,null,1
CryptoCelebrities,games,3.16,0,0,0,0,0,  ETH,null,1
BlockStates,games,0.01,0,0,0,0,0,  ETH,null,1
EtherEmpire,other,0.15,0,0,0,0,0,  ETH,null,1
STOX,other,0,0,0,0,0,0,  ETH,null,0
Easy Invest Forever,high-risk,0,0,0,0,0,0,  ETH,null,1
Mizhen Game,games,0.05,0,0,0,0,0,  ETH,null,0
Pooh Farmer,high-risk,0.12,0,0,0,0,0,  ETH,null,2
Stock Exchange,high-risk,2.57,0,0,0,0,0,  ETH,null,10
EtherRockets,games,0,0,0,0,0,0,  ETH,null,1
Tard Farmer Club,high-risk,0,0,0,0,0,0,  ETH,null,1
Mooncatrescue,games,5.79,0,0,0,0,0,  ETH,null,1
SnakeFarm - Idle,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Document,other,0,0,0,0,0,0,  ETH,null,1
CryptoVideoGames,collectibles,0,0,0,0,0,0,  ETH,null,1
Ether Tulips,games,0.02,0,0,0,0,0,  ETH,null,1
CryptoSoccr,collectibles,0.21,0,0,0,0,0,  ETH,null,0
GuessEther,gambling,0.01,0,0,0,0,0,  ETH,null,1
Lynia,gambling,28.87,0,0,0,0,0,  ETH,null,1
Easy Invest 20,high-risk,0,0,0,0,0,0,  ETH,null,1
RigoBlock,other,0,0,0,0,0,0,  ETH,null,1
Onigiri Bank,high-risk,28.69,0,0,0,0,3,  ETH,null,1
Ether Army,games,26.93,0,0,0,0,0,  ETH,null,0
Etherdate,games,0,0,0,0,0,0,  ETH,null,1
etherHabits,other,0.19,0,0,0,0,0,  ETH,null,0
TURBOETH,high-risk,0.07,0,0,0,0,2,  ETH,null,1
Eth10k,games,0.18,0,0,0,0,0,  ETH,null,0
LIMITLESS,gambling,1.43,0,0,0,0,0,  ETH,null,2
IMKG - __Ö_ï___,gambling,0.95,0,0,0,0,0,  ETH,null,2
Etherdrop,gambling,0.28,0,0,0,0,0,  ETH,null,1
CRYPTOHOMA,high-risk,0,0,0,0,0,0,  ETH,null,1
PoWH4D - P4D,high-risk,4.03,0,0,0,0,9,  ETH,null,2
Ether Morty Farm,high-risk,0,0,0,0,0,0,  ETH,null,1
1Address,other,0,0,0,0,0,0,  ETH,null,1
EasyInvest10.App,high-risk,0,0,0,0,0,0,  ETH,null,1
postboy.app,other,0.19,0,0,0,0,0,  ETH,null,4
Crypto-twitch.tv,games,0,0,0,0,0,0,  ETH,null,1
vDice,gambling,3400,0,0,1100,0,38,  ETH,null,49
Last Flip Wins & Low Risk Bag,games,0,0,0,0,0,0,  ETH,null,3
EtherFalcon - Idle Game,games,0,0,0,0,0,0,  ETH,null,1
SpicyPot,gambling,4.35,0,0,0,0,0,  ETH,null,0
xEther,gambling,0,0,0,0,0,0,  ETH,null,1
Pantheon Ecosystem (PAN),high-risk,1200,0,0,0,0,15,  ETH,null,1
Bankster Farming IDLE,high-risk,0,0,0,0,0,0,  ETH,null,1
FUJI Bank,high-risk,0.03,0,0,0,0,0,  ETH,null,1
WorldCupToken,games,0.01,0,0,0,0,0,  ETH,null,0
ygot,gambling,0.03,0,0,0,0,0,  ETH,null,1
Certy,other,0,0,0,0,0,0,  ETH,null,1
Ethersmart,high-risk,0,0,0,0,0,0,  ETH,null,1
Mizhen Boss,high-risk,0.04,0,0,0,0,0,  ETH,null,0
CryptoCountries,high-risk,6.33,0,0,0,0,0,  ETH,null,0
Cryptoleaders,games,0.24,0,0,0,0,0,  ETH,null,1
etherdoodle,games,0.01,0,0,0,0,0,  ETH,null,0
Easy Invest 6%,high-risk,0,0,0,0,0,0,  ETH,null,1
Imperial Throne,games,0.75,0,0,0,0,0,  ETH,null,2
Crypto Versus,games,5,0,0,0,0,0,  ETH,null,433
Spinwin,gambling,0.04,0,0,0,0,0,  ETH,null,8
AceBusters,gambling,0,0,0,0,0,0,  ETH,null,0
Crypto Racing League,games,0.01,0,0,0,0,0,  ETH,null,2
Crypto Gaming Coin ,games,0.02,0,0,0,0,0,  ETH,null,0
Gallery 6,games,0,0,0,0,0,0,  ETH,null,1
ETHERKNIGHT,games,4.01,0,0,0,0,5,  ETH,null,2
POWH5D - P5D,high-risk,0,0,0,0,0,0,  ETH,null,1
CryptoJingles,collectibles,0.08,0,0,0,0,0,  ETH,null,9
Ethereum Middleman,other,0,0,0,0,0,0,  ETH,null,1
CryptoBeauty,games,0.08,0,0,0,0,0,  ETH,null,0
Crypto Landmarks,games,0,0,0,0,0,0,  ETH,null,1
Darkwinds,games,2.1,0,0,0,0,1,  ETH,null,2
MyCryptons,games,0,0,0,0,0,0,  ETH,null,1
Bloom,other,0,0,0,0,0,0,  ETH,null,11
HDX20,high-risk,28.96,0,0,0,0,0,  ETH,null,1
Sports3D,gambling,0.6,0,0,0,0,0,  ETH,null,1
Ether Piggy Bank,other,0.01,0,0,0,0,0,  ETH,null,1
Multiplayer Dice Online,gambling,2.8,0,0,0,0,0,  ETH,null,1
Retro Block: Rob The Bank,gambling,44.15,0,0,0,0,0,  ETH,null,13
CoinChangeX,exchanges,18.5,0,0,0,0,2,  ETH,null,1
Digital Deal,other,0,0,0,0,0,0,  ETH,null,0
Life Lottery,gambling,2.02,0,0,0,0,0,  ETH,null,4
Gears of War,games,0,0,0,0,0,0,  ETH,null,1
Zomo5D,gambling,5.53,0,0,0,0,0,  ETH,null,1
MagicX,high-risk,0.1,0,0,0,0,0,  ETH,null,2
LatiumX,other,0,0,0,0,0,0,  ETH,null,0
SUPER6,gambling,0.56,0,0,0,0,0,  ETH,null,2
Crypto All Stars,collectibles,0.07,0,0,0,0,0,  ETH,null,3
Fabryc,other,0,0,0,0,0,0,  ETH,null,0
All For 1,gambling,0.01,0,0,0,0,0,  ETH,null,1
Poexer,other,0.33,0,0,0,0,0,  ETH,null,2
Ruletka,gambling,0,0,0,0,0,0,  ETH,null,1
Origin Protocol,other,7.83,0,0,0,0,5,  ETH,null,4
Burstbet,gambling,0.12,0,0,0,0,0,  ETH,null,3
EtherHilo,gambling,0,0,0,0,0,0,  ETH,null,1
SpringRole,other,0.1,0,0,0,0,0,  ETH,null,4
Dimpull,other,0,0,0,0,0,0,  ETH,null,1
King of the Crypto Hill,games,0,0,0,0,0,0,  ETH,null,0
VRF Bet,gambling,0,0,0,0,0,0,  ETH,null,1
SmartHashFast,high-risk,0.05,0,0,0,0,0,  ETH,null,1
Crypto Lottery,gambling,0.04,0,0,0,0,0,  ETH,null,1
Ether Dungeon: Age of Myth,games,1.14,0,0,0,0,0,  ETH,null,0
Ethernity5,high-risk,0.02,0,0,0,0,0,  ETH,null,2
The Sandbox,games,0,0,0,0,0,0,  ETH,null,0
DreamGame,gambling,79.55,0,0,0,0,0,  ETH,null,0
Green Ethereus,high-risk,0,0,0,0,0,0,  ETH,null,0
ETH666,high-risk,0,0,0,0,0,0,  ETH,null,1
Smart-234,high-risk,1.03,0,0,0,0,0,  ETH,null,1
YouCollect,games,1.04,0,0,0,0,0,  ETH,null,9
CryptoMemes.Fun,games,0.01,0,0,0,0,0,  ETH,null,1
All For One (VfSE Lottery),gambling,2,0,0,1200,0,10,  ETH,null,3
Cryptoidols,collectibles,1.74,0,0,6,0,2,  ETH,null,0
CryptoRacing - Match Day,games,3.44,0,0,0,0,0,  ETH,null,13
Dragon King,games,0,0,0,0,0,0,  ETH,null,13
Crypto Sportz,gambling,1.53,0,0,0,0,0,  ETH,null,36
SmartEtherMiner,high-risk,0,0,0,0,0,0,  ETH,null,1
EtherMage _é«Î_ÈÎ_é_ì¿Î,games,0.18,0,0,0,0,0,  ETH,null,1
P3Daily,gambling,0.09,0,0,0,0,0,  ETH,null,0
CryptoSanta,other,0,0,0,0,0,0,  ETH,null,1
EtherChat,other,0,0,0,0,0,0,  ETH,null,1
EsportsGuess,gambling,0,0,0,0,0,0,  ETH,null,1
WorldCryptoWar,games,0,0,0,0,0,0,  ETH,null,1
The Ethereum Lottery,gambling,0.01,0,0,0,0,0,  ETH,null,1
Gears of Famine,games,0,0,0,0,0,0,  ETH,null,1
Etharea,games,0,0,0,0,0,0,  ETH,null,1
Gears of DEATH,games,0.06,0,0,0,0,0,  ETH,null,1
Dragon Treasure,gambling,0.15,0,0,0,0,0,  ETH,null,0
DEX.io,exchanges,3.5,0,0,0,0,10,  ETH,null,1
Deus ETH,other,1.89,0,0,0,0,0,  ETH,null,0
EtherFen - Digital Grave on Blockchain,other,0,0,0,0,0,0,  ETH,null,1
god.game,gambling,0,0,0,0,0,0,  ETH,null,1
CryptoCats,games,1.68,0,0,0,0,0,  ETH,null,3
12HourToken,high-risk,26.32,0,0,2,0,2,  ETH,null,0
SnailFarm 3,high-risk,0.26,0,0,4,0,30,  ETH,null,1
CryptoCities,games,0,0,0,0,0,0,  ETH,null,0
Ethernal Message,other,0,0,0,0,0,0,  ETH,null,1
0xfair [RockäóñPaperäóñScissors],gambling,0.5,0,0,0,0,0,  ETH,null,1
FivePercent,high-risk,0,0,0,0,0,0,  ETH,null,1
MyMillions,high-risk,5.01,0,0,0,0,0,  ETH,null,1
ETH Revolution,high-risk,0,0,0,0,0,0,  ETH,null,1
MythWars,collectibles,0,0,0,0,0,0,  ETH,null,1
TrumpBingo,games,0.21,0,0,0,0,0,  ETH,null,0
ELYXR,gambling,2.61,0,0,0,0,0,  ETH,null,2
Copa Del Crypto,games,0.02,0,0,0,0,0,  ETH,null,1
firstbet,high-risk,14.12,0,0,0,0,0,  ETH,null,2
Worldopo,games,0,0,0,0,0,1,  ETH,null,0
Angel Battles,games,6.23,0,0,0,0,9,  ETH,null,0
BitSoccer,games,4.99,0,0,0,0,0,  ETH,null,3
Pump and Dump,other,0,0,0,0,0,0,  ETH,null,1
CryptoServal,games,31.97,0,0,0,0,3,  ETH,null,9
Ethersquares,games,0,0,0,0,0,0,  ETH,null,0
Totle,other,0,0,0,0,0,0,  ETH,null,1
Baccarat - ETH,gambling,9.15,0,0,0,0,0,  ETH,null,1
Satoshi Futures,other,0,0,0,0,0,0,  ETH,null,1
Luckyone casino,gambling,9.72,0,0,0,0,0,  ETH,null,1
CryptoAssetFight,games,0.06,0,0,0,0,0,  ETH,null,3
Magic Mushrooms,gambling,0.05,0,0,0,0,0,  ETH,null,1
YTIcons,games,0,0,0,0,0,0,  ETH,null,1
Firstbet,gambling,1.22,0,0,0,0,0,  ETH,null,1
Network 51,high-risk,0.05,0,0,0,0,0,  ETH,null,1
ETHCapsule,other,0.14,0,0,0,0,0,  ETH,null,2
Hello Dogs,collectibles,13.24,0,0,0,0,0,  ETH,null,0
Cryptorank,gambling,0.59,0,0,0,0,0,  ETH,null,1
Dponzi,high-risk,0,0,0,0,0,0,  ETH,null,1
DSlot,gambling,0.03,0,0,4,0,2,  ETH,null,1
Slots,gambling,0.61,0,0,0,0,0,  ETH,null,3
BlockLord,other,0.68,0,0,0,0,0,  ETH,null,3
Jungle Scratch,gambling,0.28,0,0,0,0,0,  ETH,null,0
MilFold,gambling,1.46,0,0,0,0,0,  ETH,null,0
lucky9.io,gambling,0.01,0,0,0,0,0,  ETH,null,2
Hours25,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Morrex,high-risk,0,0,0,0,0,0,  ETH,null,1
KryptoWar,games,0.1,0,0,0,0,0,  ETH,null,0
EthPledge,other,0,0,0,0,0,0,  ETH,null,0
EtherPointers,other,0,0,0,0,0,0,  ETH,null,1
Fortis,gambling,0.32,0,0,0,0,0,  ETH,null,6
Expoinvest,high-risk,0,0,0,0,0,0,  ETH,null,1
Sablier,other,0,0,0,0,0,0,  ETH,[],0
CryptoFamous,games,5.25,0,0,0,0,0,  ETH,null,2
Wagerwar,gambling,1.75,0,0,0,0,0,  ETH,null,0
Contract Servant,games,4.27,0,0,0,0,0,  ETH,null,1
FairGrounds,gambling,0.29,0,0,0,0,0,  ETH,null,10
Podgar.IO,games,0.88,0,0,0,0,0,  ETH,null,0
One Hundred Ethereum Wall,other,0,0,0,0,0,0,  ETH,null,1
ethfz,gambling,0.1,0,0,0,0,0,  ETH,null,1
Mavro,high-risk,0,0,0,0,0,0,  ETH,null,1
dxDAO,other,1500,0,0,0,0,4,  ETH,null,9
BATTLE FESTIVAL Pre-sale,games,2.22,0,0,0,0,0,  ETH,null,2
EtherFlip,gambling,746.76,0,0,0,0,0,  ETH,null,1
BANKEX Smart Justice,other,0,0,0,0,0,0,  ETH,null,0
Doges On Trial,games,0.06,0,0,0,0,0,  ETH,null,0
Ethcash.Online,high-risk,0.53,0,0,0,0,0,  ETH,null,1
QuickAward,gambling,0.01,0,0,0,0,0,  ETH,null,1
CryptoBots,games,1.78,0,0,0,0,4,  ETH,null,0
Lescovex,exchanges,0,0,0,0,0,0,  ETH,null,1
Iron Hands Commerce,other,0,0,0,0,0,0,  ETH,null,0
CryptoPuppies,games,0.01,0,0,0,0,0,  ETH,null,0
War of Eth,gambling,5.59,0,0,0,0,0,  ETH,null,1
Gas Wars,other,0.04,0,0,0,0,0,  ETH,null,0
Black Pearl,high-risk,0.52,0,0,0,0,0,  ETH,null,1
X2invest,high-risk,0,0,0,0,0,0,  ETH,null,1
Ether Numbers,games,0.01,0,0,0,0,0,  ETH,null,2
OasisDEX,exchanges,0,0,0,0,0,0,  ETH,null,1
FCK,gambling,2.23,0,0,0,0,0,  ETH,null,8
FDLotto,gambling,0.51,0,0,0,0,0,  ETH,null,2
Melonport,other,4.47,0,0,0,0,0,  ETH,null,0
ETHpixel,high-risk,0.27,0,0,0,0,0,  ETH,null,0
CryptoElements,games,0,0,0,0,0,0,  ETH,null,1
Ethex,other,0,0,0,0,0,0,  ETH,null,0
Koreanfomo3d,gambling,0,0,0,0,0,0,  ETH,null,0
5coins,gambling,0,0,0,2,0,1,  ETH,null,1
Blockchain Art Exchange,collectibles,0,0,0,14,0,12,  ETH,null,1
EthPlace,other,0,0,0,0,0,0,  ETH,null,0
BlockBits.io,other,0,0,0,0,0,0,  ETH,null,16
Ether World Cup,gambling,0,0,0,0,0,0,  ETH,null,1
Daily 125 Percent,high-risk,0,0,0,0,0,0,  ETH,null,0
FreeInvestment,high-risk,0.09,0,0,0,0,0,  ETH,null,1
ETH galaxy,gambling,0.02,0,0,0,0,0,  ETH,null,2
DAppDEX,exchanges,1.54,0,0,0,0,41,  ETH,null,1
KittyEthPics,games,0,0,0,0,0,0,  ETH,null,1
Proof of Ripple,high-risk,1.46,0,0,0,0,0,  ETH,null,1
CryptoZigzag,games,0,0,0,0,0,0,  ETH,null,1
Paradise,high-risk,0.02,0,0,0,0,0,  ETH,null,1
Goat Clash,gambling,0,0,0,0,0,0,  ETH,null,1
CryptoCanvas,collectibles,0,0,0,0,0,0,  ETH,null,1
HypeFork,games,0,0,0,0,0,0,  ETH,null,0
Ethervote,other,0,0,0,0,0,0,  ETH,null,1
3DayProfits,high-risk,0,0,0,0,0,0,  ETH,null,1
RocketCash,high-risk,0.04,0,0,0,0,0,  ETH,null,1
Dyverse,collectibles,0.53,0,0,0,0,0,  ETH,null,0
Avocado's MMO Clicker,games,0,0,0,0,0,0,  ETH,null,1
FUNDING SECURED,gambling,0.74,0,0,0,0,0,  ETH,null,2
Proof of Bling,high-risk,0.02,0,0,0,0,0,  ETH,null,1
CryptoArte,other,5.53,0,0,12,0,1,  ETH,null,2
Seedom,other,0,0,0,0,0,0,  ETH,null,1
Democratic Luck,gambling,0,0,0,0,0,0,  ETH,null,1
CryptoWatches,games,0,0,0,0,0,0,  ETH,null,0
NoteChain,other,0,0,0,0,0,0,  ETH,null,1
Wolves Exchange,high-risk,0,0,0,0,0,0,  ETH,null,0
5eth,high-risk,0,0,0,0,0,0,  ETH,null,1
Daily Fantasy Sports,gambling,0,0,0,0,0,0,  ETH,null,1
Promises,other,0,0,0,0,0,0,  ETH,null,1
EthPizzeria Online,games,0,0,0,0,0,0,  ETH,null,0
Smart Investments,high-risk,0.05,0,0,0,0,0,  ETH,null,1
CryptoElections,games,0,0,0,0,0,0,  ETH,null,1
LuckyDice,gambling,0,0,0,0,0,0,  ETH,null,0
Fortunity - Jackpot Lottery,gambling,26.98,0,0,0,0,0,  ETH,null,6
50PLUS,high-risk,0,0,0,0,0,0,  ETH,null,0
DreamPot,gambling,0,0,0,0,0,0,  ETH,null,1
REPOP WORLD,games,0.01,0,0,0,0,0,  ETH,null,4
Teris,high-risk,0.02,0,0,0,0,0,  ETH,null,1
EthButton.io,games,0,0,0,0,0,0,  ETH,null,1
Crypto And Dragons,games,0,0,0,0,0,0,  ETH,null,3
PyrConnect,other,3.05,0,0,0,0,0,  ETH,null,1
0xgame,gambling,2.51,0,0,0,0,0,  ETH,null,250
ETH Birds,games,0,0,0,0,0,0,  ETH,null,7
Spinage-Game,gambling,0.06,0,0,0,0,0,  ETH,null,0
CryptoTycoons,gambling,0,0,0,0,0,0,  ETH,null,0
BillionTix,gambling,0.14,0,0,0,0,0,  ETH,null,1
EtherGalaxies,games,1.64,0,0,0,0,0,  ETH,null,1
Find The Rabbit,gambling,0.44,0,0,0,0,0,  ETH,null,1
Mí_BIUS 2D,gambling,53.63,0,0,0,0,0,  ETH,null,2
Easy Smart,high-risk,0.15,0,0,0,0,0,  ETH,null,1
Slugroad,gambling,0.04,0,0,0,0,4,  ETH,null,1
CryptoGods,games,0,0,0,0,0,0,  ETH,null,1
Etherwow,gambling,0,0,0,0,0,0,  ETH,null,1
Exorbux King,high-risk,0,0,0,0,0,0,  ETH,null,1
Emoon,marketplaces,0.05,0,0,0,0,0,  ETH,null,4
The Blockchain Lottery,gambling,0.03,0,0,0,0,0,  ETH,null,0
BrickGame,gambling,0,0,0,0,0,0,  ETH,null,2
Lothlor Token Fund,other,0.13,0,0,0,0,0,  ETH,null,0
CryptoDuel,gambling,10.29,0,0,0,0,0,  ETH,null,2
CryptoSportStars,games,0.19,0,0,0,0,0,  ETH,null,0
Proof of Community (PoC),high-risk,6.8,0,0,0,0,0,  ETH,null,1
Everdragons,games,2.57,0,0,0,0,0,  ETH,null,4
Ether Game,high-risk,5.21,0,0,0,0,0,  ETH,null,1
METADOLLAR,high-risk,0.37,0,0,0,0,0,  ETH,null,2
Ether Quest,games,0.09,0,0,0,0,0,  ETH,null,8
Bounty0x,other,0.4,0,0,0,0,4,  ETH,null,3
Crypto Football,games,0.02,0,0,0,0,0,  ETH,null,1
Jiggs Rezurrection,high-risk,0.34,0,0,0,0,0,  ETH,null,2
Donut Chain,gambling,0,0,0,0,0,0,  ETH,null,1
The Contractum Project,high-risk,0,0,0,0,0,0,  ETH,null,0
EtherIslands,games,0,0,0,0,0,0,  ETH,null,0
Ether Three Kingdoms,games,0,0,0,0,0,0,  ETH,null,1
Lottery game,gambling,0.21,0,0,0,0,0,  ETH,null,1
Exorbux,high-risk,0.38,0,0,0,0,0,  ETH,null,1
CryptoSoccer,games,0,0,0,0,0,0,  ETH,null,1
Castle Buidl,games,0.06,0,0,0,0,0,  ETH,null,0
ETH Raffle,gambling,0,0,0,0,0,0,  ETH,null,0
Bloqboard,other,0,0,0,0,0,0,  ETH,null,1
4OutOf5,high-risk,0.27,0,0,0,0,0,  ETH,null,0
CryptoPhones,games,0,0,0,0,0,0,  ETH,null,1
EthMash,gambling,0.1,0,0,0,0,0,  ETH,null,0
EtherPornStars,games,0,0,0,0,0,0,  ETH,null,0
Lucky Invest,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Proof of Kenny Coin,high-risk,0.11,0,0,0,0,0,  ETH,null,0
The Ethereum Lottery,high-risk,0,0,0,0,0,0,  ETH,null,3
BlockScores,other,0,0,0,0,0,0,  ETH,null,0
luckynum,gambling,0.02,0,0,0,0,0,  ETH,null,1
2X Knockout,high-risk,0.02,0,0,0,0,0,  ETH,null,3
E2D Game,high-risk,97.55,0,0,0,0,0,  ETH,null,1
Ether Dragon Ball Z,games,0,0,0,0,0,0,  ETH,null,0
ETHCity,games,0,0,0,0,0,0,  ETH,null,1
Infiniti Money,high-risk,0,0,0,0,0,0,  ETH,null,1
